"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"Lce3e"	7	0	0	7	7	5
"Lce3f"	85	0	0	63	11	0
"Lce6a"	0	0	0	0	0	0
"Lck"	3	15	15	2	17	5
"Lclat1"	4	2	2	1	0	0
"Lcmt1"	242	258	170	202	253	157
"Lcmt2"	308	302	228	204	311	166
"Lcn10"	0	0	0	0	0	0
"Lcn11"	46982	8783	24996	12596	14051	14266
"Lcn12"	0	0	0	4	0	1
"Lcn2"	542	273	290	316	464	209
"Lcn3"	22974	8429	10955	11409	6124	10281
"Lcn4"	8515	4354	3858	4638	3452	5636
"Lcn5"	0	0	1	0	0	0
"Lcn6"	0	0	0	0	0	0
"Lcn8"	0	0	0	2	0	0
"Lcn9"	0	0	0	0	0	0
"Lcor"	0	0	1	0	15	2
"Lcorl"	3	9	1	3	1	2
"Lcp1"	279	127	943	278	228	296
"Lcp2"	54	99	73	27	64	57
"Lct"	1	0	9	2	10	0
"Lctl"	16	15	16	11	19	11
"Ldb1"	125	226	156	108	266	200
"Ldb2"	20	3	24	40	14	23
"Ldb3"	7	7	4	12	0	5
"Ldha"	6459	4271	5558	5949	3853	3062
"Ldhal6b"	0	0	6	13	0	0
"Ldhb"	6342	7367	4920	6456	6799	3807
"Ldhc"	2	5	8	0	9	13
"Ldhd"	2055	1118	1533	1973	1048	1228
"Ldlr"	7	3	8	4	4	16
"Ldlrad1"	33	26	4	40	41	2
"Ldlrad2"	0	0	0	0	0	0
"Ldlrad3"	1	0	0	15	0	0
"Ldlrad4"	12	15	36	25	13	10
"Ldlrap1"	33	8	11	55	6	2
"Ldoc1"	0	0	0	0	0	0
"Ldoc1l"	1	1	0	1	0	0
"Leap2"	3	0	5	0	0	2
"Lect1"	80	85	70	82	56	76
"Lect2"	0	0	0	0	0	1
"Lef1"	14	8	13	6	2	8
"Lefty1"	49	45	2	34	30	7
"Lefty2"	0	0	0	0	0	0
"Lekr1"	27	24	34	22	21	40
"Lelp1"	0	0	0	0	0	0
"Lemd1"	2	2	3	19	1	7
"Lemd2"	96	20	12	40	15	10
"Lemd3"	5	2	9	7	2	13
"Lenep"	29	24	12	27	23	10
"Leng1"	59	74	4	76	37	7
"Leng8"	10	3	2	12	6	6
"Leng9"	136	75	47	107	104	20
"Leo1"	173	207	168	267	178	129
"Lep"	0	0	0	0	0	0
"Lepr"	3	1	7	0	14	0
"Lepre1"	68	34	72	83	43	48
"Leprel1"	1	3	6	1	6	4
"Leprel2"	66	64	89	123	33	58
"Leprel4"	99	87	73	59	66	44
"Leprot"	44	16	21	54	28	32
"Leprotl1"	77	66	19	103	52	28
"Letm1"	429	501	555	486	493	410
"Letm2"	40	89	85	37	68	70
"Letmd1"	156	111	139	153	127	98
"Lfng"	11	10	1	8	0	0
"Lgals1"	815	1190	384	701	500	258
"Lgals12"	30	29	9	21	9	9
"Lgals2"	11	9	6	5	11	2
"Lgals3"	1378	1138	167	1365	949	203
"Lgals3bp"	727	309	279	471	382	285
"Lgals4"	34	14	74	20	10	76
"Lgals6"	35	15	76	22	10	78
"Lgals7"	5	2	2	17	7	4
"Lgals8"	37	33	12	20	36	19
"Lgals9"	218	169	217	135	199	130
"Lgalsl"	1	5	9	4	9	7
"Lgi1"	8	19	20	14	4	44
"Lgi2"	14	32	20	0	13	25
"Lgi3"	11	8	19	29	14	23
"Lgi4"	13	2	3	6	0	2
"Lgmn"	425	130	198	555	126	158
"Lgr4"	75	19	49	52	34	81
"Lgr5"	20	0	8	10	0	9
"Lgr6"	12	6	4	12	9	8
"Lgsn"	0	0	0	0	0	4
"Lhb"	112	47	0	34	38	1
"Lhcgr"	0	0	0	0	0	0
"Lhfp"	58	18	33	42	12	20
"Lhfpl1"	7	11	13	9	3	6
"Lhfpl2"	0	0	0	0	0	1
"Lhfpl3"	0	0	0	0	0	0
"Lhfpl4"	4	3	1	1	4	1
"Lhfpl5"	13	0	1	5	0	1
"Lhpp"	33	16	19	24	11	26
"Lhx1"	0	0	0	0	0	0
"Lhx2"	1718	3890	197	2303	4677	853
"Lhx3"	48	0	0	4	0	0
"Lhx4"	0	3	0	0	0	0
"Lhx5"	0	0	0	0	0	0
"Lhx6"	0	0	0	0	0	0
"Lhx8"	0	0	0	0	0	0
"Lhx9"	0	0	0	0	0	0
"Lias"	384	419	397	371	572	456
"Lif"	0	0	0	0	0	0
"Lifr"	102	82	95	53	119	65
"Lig1"	202	220	197	197	176	159
"Lig3"	65	41	68	46	26	52
"Lig4"	38	79	87	24	15	97
"Lilra5"	0	1	0	0	1	4
"Lilra6"	0	0	3	0	4	0
"Lilrb3"	16	24	39	19	21	55
"Lilrb4"	15	44	68	7	21	36
"Lim2"	0	0	0	0	0	0
"Lima1"	124	29	116	125	26	35
"Limch1"	44	2	338	27	9	64
"Limd1"	39	0	10	30	1	8
"Limd2"	102	114	48	101	67	51
"Lime1"	202	58	386	171	102	258
"Limk1"	25	8	1	24	22	0
"Limk2"	314	218	245	260	213	226
"Lims1"	11	14	11	33	6	8
"Lims2"	77	84	67	69	57	41
"Lin28a"	0	0	0	0	0	0
"Lin28b"	0	0	0	0	0	0
"Lin37"	209	250	8	214	196	25
"Lin52"	4	3	5	9	8	6
"Lin54"	17	11	12	22	9	9
"Lin7a"	18	9	14	1	16	1
"Lin7b"	21	13	5	10	2	5
"Lin7c"	28	54	36	37	36	31
"Lin9"	26	10	25	28	6	25
"Lingo1"	237	246	17	338	324	77
"Lingo2"	196	225	204	323	345	308
"Lingo3"	0	0	0	0	0	0
"Lingo4"	1	5	4	0	0	9
"Lins"	331	397	471	474	520	333
"Lipa"	14	30	8	14	25	10
"Lipc"	42	80	42	65	52	36
"Lipe"	76	7	11	86	44	5
"Lipf"	0	96	2	209	40	10
"Lipg"	0	0	0	2	0	0
"Liph"	3	14	12	8	19	23
"Lipi"	0	0	0	2	1	0
"Lipk"	0	2	1	9	0	0
"Lipm"	3	0	6	6	10	7
"Lipn"	0	0	0	0	0	0
"Lipo1"	33	170	35	78	203	156
"Lipt1"	52	32	94	54	73	54
"Lipt2"	9	10	8	4	5	4
"Litaf"	276	158	125	212	94	94
"Lix1"	8	5	2	4	0	1
"Lix1l"	28	62	29	22	42	17
"Llgl1"	254	187	188	248	200	157
"Llgl2"	556	222	0	580	317	0
"Llph"	313	447	285	315	358	225
"Lman1"	85	80	66	97	70	66
"Lman1l"	10	6	3	3	10	2
"Lman2"	267	107	113	184	137	91
"Lman2l"	64	64	69	56	82	41
"Lmbr1"	16	23	38	41	43	37
"Lmbr1l"	5	6	28	9	17	19
"Lmbrd1"	128	177	144	130	261	196
"Lmbrd2"	2	0	0	3	25	0
"Lmcd1"	119	37	51	48	38	14
"Lmf1"	340	189	236	237	236	195
"Lmf2"	154	127	69	128	175	107
"Lmln"	0	0	4	0	0	0
"Lmna"	606	307	39	598	254	23
"Lmnb1"	28	28	19	37	19	20
"Lmnb2"	16	0	0	5	7	0
"Lmo1"	29	43	0	66	26	0
"Lmo2"	150	279	182	180	382	228
"Lmo3"	5	3	0	1	5	2
"Lmo4"	631	198	179	489	237	147
"Lmo7"	810	82	2298	643	124	720
"Lmod1"	9	3	6	12	1	2
"Lmod2"	7	5	9	23	2	5
"Lmod3"	0	0	1	1	0	0
"Lmtk2"	0	2	9	3	0	0
"Lmtk3"	0	0	0	0	0	0
"Lmx1a"	0	0	0	0	0	0
"Lmx1b"	0	0	0	0	0	0
"Lnp"	19	59	53	25	36	50
"Lnpep"	2	7	23	7	2	28
"Lnx1"	205	254	235	145	273	267
"Lnx2"	8	1	0	5	0	0
"LOC100038947"	1	0	28	1	24	0
"LOC100040786"	0	0	0	0	0	0
"LOC100043315"	0	0	0	0	0	0
"LOC100048884"	0	0	0	0	0	0
"LOC100502896"	0	0	0	0	0	0
"LOC100503280"	0	0	0	0	0	0
"LOC100503496"	54	94	115	83	98	137
"LOC100503676"	42	108	62	26	78	68
"LOC100504039"	0	0	0	0	0	0
"LOC100504608"	2	0	0	6	3	0
"LOC100504703"	5	15	15	8	9	10
"LOC100861615"	0	0	0	0	0	0
"LOC100861978"	0	0	0	0	0	0
"LOC100862015"	0	0	0	0	0	0
"LOC101055863"	0	0	0	0	0	0
"LOC101243624"	0	0	0	0	0	0
"LOC101410165"	0	0	0	0	0	0
"LOC101669761"	16	54	10	16	12	27
"LOC106740"	110	160	218	101	228	164
"LOC171588"	0	0	0	0	0	0
"LOC381967"	0	0	0	0	0	0
"LOC666331"	0	0	0	0	0	0
"Loh12cr1"	147	76	3	226	149	0
"Lonp1"	849	623	871	798	689	724
"Lonp2"	727	527	1081	695	516	608
"Lonrf1"	6	3	21	11	13	15
"Lonrf2"	0	6	11	1	13	8
"Lonrf3"	3	1	3	0	1	7
"Lor"	3	1	0	2	4	0
"Lox"	6	11	3	18	6	6
"Loxhd1"	0	0	0	0	0	0
"Loxl1"	324	110	42	367	117	92
"Loxl2"	6	12	11	3	7	7
"Loxl3"	24	27	44	45	18	25
"Loxl4"	13	0	7	12	8	9
"Lpar1"	2	1	11	1	1	0
"Lpar2"	0	0	0	0	0	0
"Lpar3"	73	137	57	47	76	52
"Lpar4"	0	0	1	2	0	12
"Lpar5"	1	4	0	0	8	1
"Lpar6"	121	173	315	93	144	320
"Lpcat1"	11	8	0	32	8	1
"Lpcat2"	139	178	234	195	188	316
"Lpcat2b"	0	1	0	7	0	10
"Lpcat3"	401	556	313	325	508	243
"Lpcat4"	106	522	116	124	590	237
"Lpgat1"	70	129	53	55	71	67
"Lphn1"	48	72	50	41	29	61
"Lphn2"	106	100	197	115	96	121
"Lphn3"	165	64	23	151	95	48
"Lpin1"	74	8	45	61	33	36
"Lpin2"	24	8	1	32	6	7
"Lpin3"	49	20	53	48	34	47
"Lpl"	32	15	23	21	23	20
"Lpo"	13	5	15	8	21	6
"Lpp"	3	1	1	2	0	2
"Lpxn"	42	36	52	34	36	41
"Lrat"	4	0	0	0	0	0
"Lrba"	119	34	109	158	40	93
"Lrch1"	27	12	15	25	3	11
"Lrch2"	11	19	12	8	12	21
"Lrch3"	2	1	6	3	9	0
"Lrch4"	253	237	95	274	176	89
"Lrcol1"	0	0	0	0	0	0
"Lrdd"	57	97	81	56	52	50
"Lrfn1"	4	1	1	6	0	0
"Lrfn2"	1	1	0	12	1	1
"Lrfn3"	158	3	0	157	0	0
"Lrfn4"	186	32	0	130	78	1
"Lrfn5"	0	0	1	0	1	5
"Lrg1"	51	9	0	54	5	1
"Lrguk"	61	66	78	70	88	69
"Lrif1"	13	211	56	27	324	370
"Lrig1"	49	7	37	46	2	46
"Lrig2"	3	3	15	18	1	44
"Lrig3"	60	30	23	13	6	13
"Lrit1"	0	0	0	0	0	0
"Lrit2"	6	8	35	13	8	19
"Lrit3"	0	0	0	0	0	0
"Lrmp"	60	44	96	54	36	49
"Lrp1"	193	71	140	134	56	142
"Lrp10"	873	444	191	714	517	242
"Lrp11"	44	4	7	35	10	7
"Lrp12"	41	18	52	85	38	34
"Lrp1b"	0	0	0	0	0	0
"Lrp2"	29	28	106	48	21	84
"Lrp2bp"	6	2	1	2	2	6
"Lrp3"	36	13	9	44	13	15
"Lrp4"	7	15	11	11	0	17
"Lrp5"	22	29	2	26	37	5
"Lrp6"	45	46	20	32	79	46
"Lrp8"	106	89	333	148	166	361
"Lrpap1"	232	247	142	234	195	153
"Lrpprc"	375	316	1209	322	457	797
"Lrr1"	25	23	1	6	11	9
"Lrrc1"	163	98	119	120	114	133
"Lrrc10"	0	0	0	0	0	0
"Lrrc10b"	110	36	5	117	42	6
"Lrrc14"	381	400	323	467	428	235
"Lrrc14b"	70	19	47	84	91	51
"Lrrc15"	0	3	1	15	1	7
"Lrrc16a"	31	25	65	39	33	57
"Lrrc16b"	43	78	45	51	68	52
"Lrrc17"	31	47	36	38	37	29
"Lrrc18"	26	13	18	18	27	11
"Lrrc19"	0	0	1	0	8	3
"Lrrc2"	4	4	2	1	7	8
"Lrrc20"	0	2	0	0	1	0
"Lrrc23"	379	983	480	370	1134	464
"Lrrc24"	11	10	1	3	15	2
"Lrrc25"	32	25	12	32	44	26
"Lrrc26"	1412	430	2	601	486	2
"Lrrc27"	147	183	145	113	222	138
"Lrrc28"	106	86	63	115	77	65
"Lrrc29"	25	41	47	14	53	35
"Lrrc3"	0	0	0	0	0	0
"Lrrc30"	0	3	4	0	2	2
"Lrrc32"	0	0	0	1	2	0
"Lrrc33"	105	116	142	82	77	145
"Lrrc34"	80	242	102	133	249	205
"Lrrc36"	76	64	62	61	60	70
"Lrrc38"	0	0	1	0	0	0
"Lrrc39"	5	9	29	5	5	13
"Lrrc3b"	610	492	884	848	2228	1274
"Lrrc40"	100	143	87	106	110	101
"Lrrc4"	3	5	6	5	11	15
"Lrrc41"	433	232	341	307	178	169
"Lrrc42"	406	623	421	543	633	409
"Lrrc43"	40	45	8	97	17	13
"Lrrc45"	504	557	158	512	612	365
"Lrrc46"	380	470	253	451	513	224
"Lrrc47"	35	16	13	48	29	18
"Lrrc48"	472	713	608	581	843	498
"Lrrc49"	182	318	347	260	340	237
"Lrrc4b"	7	0	0	1	0	0
"Lrrc4c"	44	41	61	64	49	95
"Lrrc51"	535	1018	656	761	981	471
"Lrrc52"	0	0	0	0	0	0
"Lrrc55"	0	0	0	1	0	4
"Lrrc56"	128	163	75	123	154	68
"Lrrc57"	98	156	148	142	161	90
"Lrrc58"	3	3	0	5	1	6
"Lrrc59"	398	189	65	354	144	104
"Lrrc6"	67	144	128	112	251	127
"Lrrc61"	32	45	8	69	30	4
"Lrrc63"	5	1	0	0	0	1
"Lrrc66"	0	0	0	7	0	12
"Lrrc69"	0	0	0	0	2	0
"Lrrc7"	0	0	0	2	0	0
"Lrrc71"	12	23	16	39	21	15
"Lrrc72"	0	0	0	0	0	0
"Lrrc73"	56	113	37	72	120	34
"Lrrc8a"	3	0	0	0	0	0
"Lrrc8b"	13	13	22	7	23	29
"Lrrc8c"	8	43	34	39	31	10
"Lrrc8d"	596	753	854	543	1109	778
"Lrrc8e"	6	2	6	12	4	1
"Lrrc9"	0	1	0	0	0	5
"Lrrcc1"	7	42	76	12	59	93
"Lrrd1"	0	0	0	0	0	0
"Lrrfip1"	322	157	334	291	186	250
"Lrrfip2"	226	383	286	203	325	218
"Lrriq1"	42	173	149	90	199	262
"Lrriq3"	15	61	28	16	99	35
"Lrriq4"	22	23	3	7	44	4
"Lrrk1"	25	7	25	20	0	14
"Lrrk2"	1	5	13	18	4	34
"Lrrn1"	207	215	217	186	313	235
"Lrrn2"	83	52	0	46	44	2
"Lrrn3"	78	131	166	150	204	216
"Lrrn4"	0	0	0	0	0	0
"Lrrn4cl"	0	0	0	0	0	1
"Lrrtm1"	15	12	3	8	28	5
"Lrrtm2"	0	0	1	11	0	1
"Lrrtm3"	0	1	1	0	0	0
"Lrrtm4"	0	10	4	15	15	18
"Lrsam1"	23	3	1	15	8	0
"Lrtm1"	0	0	0	0	0	0
"Lrtm2"	0	0	0	0	0	0
"Lrwd1"	255	188	98	225	255	47
"Lsamp"	4	3	3	0	8	3
"Lsg1"	218	137	379	178	134	343
"Lsm10"	167	66	145	140	163	57
"Lsm1"	232	223	61	211	53	118
"Lsm11"	3	5	4	12	0	4
"Lsm12"	20	34	21	32	19	18
"Lsm14a"	276	290	259	213	348	214
"Lsm14b"	13	19	8	19	7	11
"Lsm2"	65	67	43	66	66	44
"Lsm3"	91	190	63	87	133	68
"Lsm4"	534	6	0	511	3	0
"Lsm5"	33	53	39	22	27	20
"Lsm6"	215	307	140	215	224	154
"Lsm7"	160	184	117	117	82	93
"Lsmd1"	369	440	192	354	218	197
"Lsmem1"	3	0	0	0	0	3
"Lsp1"	158	171	153	131	156	107
"Lsr"	504	305	320	311	343	225
"Lss"	25	32	31	53	7	14
"Lst1"	13	34	8	13	11	11
"Lta"	1	0	2	2	0	1
"Lta4h"	423	478	376	435	582	248
"Ltb"	3	0	0	8	1	0
"Ltb4r1"	0	0	0	3	0	1
"Ltb4r2"	0	0	0	0	0	0
"Ltbp1"	78	19	64	90	16	79
"Ltbp2"	17	9	26	34	10	15
"Ltbp3"	389	46	1	419	47	6
"Ltbp4"	319	198	308	289	168	222
"Ltbr"	370	204	196	295	196	145
"Ltc4s"	19	11	0	9	14	0
"Ltf"	20856	13485	17533	15529	11457	9296
"Ltk"	136	141	146	139	153	121
"Ltn1"	90	79	215	79	127	199
"Ltv1"	286	348	204	296	310	299
"Luc7l"	275	401	501	286	486	736
"Luc7l2"	149	150	330	111	162	296
"Luc7l3"	336	558	336	273	652	411
"Lum"	361	892	907	567	603	1066
"Lurap1"	145	45	19	68	61	27
"Lurap1l"	312	89	55	336	64	63
"Luzp1"	0	7	1	1	0	5
"Luzp2"	0	1	0	0	0	0
"Luzp4"	0	2	1	0	0	4
"Lxn"	139	178	72	134	159	67
"Ly6a"	395	307	276	337	342	289
"Ly6c1"	107	123	97	73	88	85
"Ly6c2"	18	0	0	0	0	0
"Ly6d"	172	64	67	145	81	53
"Ly6e"	4051	3281	2732	2805	3532	2468
"Ly6f"	0	0	0	0	0	1
"Ly6g5b"	7	2	11	0	0	1
"Ly6g5c"	0	0	0	0	0	0
"Ly6g6c"	33	17	11	49	24	10
"Ly6g6d"	58	35	31	11	34	26
"Ly6g6e"	28	50	46	24	49	49
"Ly6g6f"	6	2	0	0	4	0
"Ly6h"	185	41	1	97	47	0
"Ly6i"	0	0	0	0	0	0
"Ly6k"	1	10	6	9	0	2
"Ly75"	11	8	25	1	2	28
"Ly86"	7	45	71	10	50	43
"Ly9"	0	0	2	6	3	1
"Ly96"	1	42	13	1	24	33
"Lyar"	282	484	234	253	370	214
"Lyg1"	0	0	1	0	0	0
"Lyg2"	0	0	0	0	1	0
"Lyl1"	24	3	2	5	2	1
"Lyn"	54	57	19	118	55	27
"Lynx1"	15	31	11	13	14	8
"Lypd1"	9	3	2	14	3	0
"Lypd2"	831	672	397	963	543	372
"Lypd3"	4	1	0	4	2	0
"Lypd4"	0	0	0	0	0	0
"Lypd5"	0	0	0	0	0	0
"Lypd6"	47	30	43	26	41	20
"Lypd6b"	3	1	8	1	10	6
"Lypd8"	0	0	0	0	0	0
"Lypla1"	45	27	46	73	27	22
"Lypla2"	93	2	0	52	10	4
"Lyplal1"	49	122	51	46	108	39
"Lyrm1"	26	61	13	24	44	38
"Lyrm2"	24	92	22	32	88	27
"Lyrm4"	23	122	23	46	98	48
"Lyrm5"	97	223	125	82	251	200
"Lyrm7"	2	10	4	4	6	6
"Lyrm9"	3	9	1	7	3	2
"Lysmd1"	80	27	21	48	46	23
"Lysmd2"	28	24	11	22	34	15
"Lysmd3"	10	0	3	12	0	2
"Lysmd4"	8	7	2	11	11	3
"Lyst"	49	8	64	61	11	38
"Lyve1"	0	0	2	1	0	0
"Lyz1"	0	4	0	7	0	0
"Lyz2"	415	404	384	364	352	349
"Lyzl1"	0	0	0	2	0	0
"Lyzl4"	10	12	8	11	4	5
"Lyzl6"	0	0	0	0	0	0
"Lzic"	52	105	57	67	88	49
"Lztfl1"	101	286	154	119	302	184
"Lztr1"	451	282	398	451	428	382
"Lzts1"	0	0	0	0	4	0
"Lzts2"	82	47	0	56	31	11
"Lzts3"	0	0	0	3	0	1
"M1ap"	4	6	4	3	0	5
"M6pr"	381	196	198	308	215	183
"Maats1"	351	251	236	389	268	242
"Mab21l1"	184	110	146	306	191	179
"Mab21l2"	3	0	0	0	1	0
"Mab21l3"	1	1	1	1	0	2
"Macc1"	0	8	1	0	0	1
"Macf1"	320	81	105	252	113	81
"Macrod1"	457	300	30	433	444	26
"Macrod2"	19	92	47	41	90	70
"Mad1l1"	94	93	79	67	88	62
"Mad2l1"	36	123	70	51	110	65
"Mad2l1bp"	147	200	124	122	204	110
"Mad2l2"	253	224	119	219	234	85
"Madcam1"	3	6	3	2	8	7
"Madd"	238	191	389	287	264	279
"Maea"	301	289	37	266	379	101
"Mael"	5	0	0	7	0	0
"Maf"	5	0	4	3	0	1
"Maf1"	1086	1055	762	1088	1196	698
"Mafa"	0	0	0	0	0	0
"Mafb"	14	2	0	17	0	0
"Maff"	6	4	1	15	2	0
"Mafg"	45	10	1	31	13	5
"Mafk"	0	0	0	3	0	0
"Mag"	15	6	5	7	1	7
"Magea1"	0	8	2	0	0	0
"Magea10"	0	0	0	0	0	0
"Magea2"	0	16	3	0	0	0
"Magea3"	0	0	0	0	0	0
"Magea4"	0	0	0	0	0	0
"Magea5"	0	3	2	0	0	0
"Magea6"	0	0	0	0	0	0
"Magea8"	0	0	0	0	0	0
"Mageb1"	3	3	3	1	3	14
"Mageb16"	0	0	0	0	0	0
"Mageb16-ps1"	0	0	0	0	0	0
"Mageb18"	0	0	0	0	0	0
"Mageb2"	3	3	3	1	3	14
"Mageb3"	2	2	2	1	2	7
"Mageb4"	0	0	0	0	0	0
"Mageb5"	0	0	0	0	0	0
"Maged1"	1944	2117	1554	1838	1689	1260
"Maged2"	507	234	364	547	266	313
"Magee1"	69	22	135	43	47	66
"Magee2"	6	30	33	34	67	18
"Mageh1"	10	9	32	15	2	32
"Magel2"	0	0	0	0	0	1
"Magi1"	178	71	111	131	101	196
"Magi2"	1	0	1	0	1	3
"Magi3"	73	46	143	48	50	176
"Magix"	196	136	11	132	73	16
"Magoh"	178	321	152	151	192	143
"Magohb"	27	93	20	41	60	34
"Magt1"	9	12	19	9	15	18
"Mak"	34	50	87	94	21	95
"Mak16"	74	124	75	63	87	83
"Mal"	124	22	22	78	8	20
"Mal2"	12	3	3	24	3	5
"Malat1"	211	224	936	233	172	1368
"Mall"	14	0	0	4	4	0
"Malsu1"	32	42	15	20	21	17
"Malt1"	0	0	10	0	0	2
"Mamdc2"	20	45	19	8	24	9
"Mamdc4"	8	22	22	33	45	14
"Maml1"	14	1	0	1	1	0
"Maml2"	14	11	53	17	24	48
"Maml3"	1	0	0	6	0	6
"Mamld1"	1	1	0	0	0	0
"Mamstr"	6	28	16	20	22	14
"Man1a"	45	10	24	23	54	41
"Man1a2"	9	17	13	26	2	13
"Man1b1"	23	9	10	10	12	17
"Man1c1"	143	108	148	87	146	120
"Man2a1"	8	0	2	4	8	5
"Man2a2"	9	1	8	2	6	9
"Man2b1"	327	261	298	240	253	277
"Man2b2"	87	52	26	94	49	57
"Man2c1"	329	248	111	258	243	170
"Manba"	5	13	48	17	24	43
"Manbal"	119	107	70	104	93	57
"Manea"	2	14	4	3	22	17
"Maneal"	24	11	20	22	10	14
"Manf"	926	172	117	678	178	125
"Mansc1"	147	94	72	94	121	40
"Mansc4"	43	18	17	16	26	22
"Maoa"	100	98	141	82	55	94
"Maob"	541	498	602	568	534	478
"Map10"	91	105	75	55	96	131
"Map1a"	51	32	42	34	16	56
"Map1b"	455	619	2474	451	736	4548
"Map1lc3a"	2008	2673	1168	1652	2111	910
"Map1lc3b"	1312	1276	1386	1348	1294	1063
"Map1s"	301	71	5	295	70	8
"Map2"	7	1	10	2	3	7
"Map2k1"	396	356	313	418	287	245
"Map2k2"	1458	1577	10	1250	1592	195
"Map2k3"	249	175	118	264	158	70
"Map2k4"	21	9	23	45	33	6
"Map2k5"	140	135	135	184	194	112
"Map2k6"	22	41	55	31	50	23
"Map2k7"	75	66	83	66	85	60
"Map3k1"	5	5	2	0	5	2
"Map3k10"	160	73	28	169	73	27
"Map3k11"	257	163	3	287	207	7
"Map3k12"	304	260	169	373	245	166
"Map3k13"	0	0	0	0	4	0
"Map3k14"	0	1	2	2	0	2
"Map3k15"	686	1194	897	628	1168	894
"Map3k19"	420	254	588	320	391	527
"Map3k2"	0	3	0	2	3	0
"Map3k3"	5	6	6	26	1	8
"Map3k4"	114	90	319	134	87	157
"Map3k5"	94	72	199	155	68	150
"Map3k6"	47	14	14	35	14	8
"Map3k7"	75	41	64	79	71	36
"Map3k7cl"	0	0	0	0	0	0
"Map3k8"	13	4	8	9	0	9
"Map3k9"	32	15	15	39	31	22
"Map4"	18	7	4	13	4	8
"Map4k1"	11	1	1	18	1	3
"Map4k2"	91	70	52	81	87	57
"Map4k3"	146	60	267	171	71	277
"Map4k4"	101	82	178	228	65	150
"Map4k5"	31	36	69	63	44	72
"Map6"	620	923	636	697	1106	629
"Map6d1"	0	0	0	0	0	0
"Map7"	93	85	76	95	96	72
"Map7d1"	164	134	96	181	102	56
"Map7d2"	21	26	17	18	16	23
"Map9"	11	65	61	10	63	42
"Mapk1"	16	25	9	21	23	16
"Mapk10"	350	581	498	527	762	382
"Mapk11"	59	39	27	59	14	17
"Mapk12"	276	253	224	200	207	256
"Mapk13"	215	153	98	144	177	49
"Mapk14"	22	0	2	24	1	2
"Mapk15"	4	0	0	6	0	0
"Mapk1ip1"	315	355	578	273	440	498
"Mapk1ip1l"	31	19	10	36	13	9
"Mapk3"	379	244	156	311	274	122
"Mapk4"	12	14	0	33	1	0
"Mapk6"	299	266	252	438	418	268
"Mapk7"	277	214	57	235	236	66
"Mapk8"	3	3	15	1	3	17
"Mapk8ip1"	424	217	142	621	287	130
"Mapk8ip2"	199	111	240	136	203	168
"Mapk8ip3"	24	10	14	37	1	7
"Mapk9"	138	244	221	124	303	154
"Mapkap1"	550	628	365	671	753	281
"Mapkapk2"	129	86	137	125	74	66
"Mapkapk3"	44	4	28	45	7	10
"Mapkapk5"	417	694	409	503	755	452
"Mapkbp1"	9	0	3	14	0	2
"Mapre1"	256	241	194	307	226	190
"Mapre2"	150	100	61	148	132	66
"Mapre3"	234	196	9	192	270	50
"Mapt"	55	39	23	49	53	23
"Marc1"	7	8	17	3	0	13
"Marc2"	317	194	188	216	188	179
"March1"	0	0	0	0	0	0
"March10"	8	15	1	3	3	1
"March11"	4	0	0	0	0	0
"March2"	461	479	367	424	522	410
"March3"	0	1	5	0	2	7
"March4"	22	4	1	42	8	8
"March5"	517	900	499	490	848	427
"March6"	35	43	42	23	61	33
"March7"	79	65	181	114	100	248
"March8"	1	4	1	9	1	9
"March9"	96	8	4	101	11	1
"Marcks"	11	21	5	12	17	2
"Marcksl1"	617	1131	76	733	1173	63
"Marcksl1-ps4"	361	690	166	413	580	160
"Marco"	0	0	0	0	0	0
"Marf1"	13	10	23	16	29	18
"Mark1"	257	228	148	299	211	145
"Mark2"	360	113	73	396	99	70
"Mark3"	619	603	645	603	697	565
"Mark4"	14	1	3	11	5	1
"Mars"	684	427	635	574	420	550
"Mars2"	36	7	19	20	29	25
"Marveld1"	0	0	0	1	0	0
"Marveld2"	75	43	35	80	35	47
"Marveld3"	123	30	17	49	45	27
"Mas1"	18	10	11	8	6	9
"Masp1"	0	0	0	0	0	0
"Masp2"	91	51	218	48	57	205
"Mast1"	732	429	120	724	546	82
"Mast2"	1636	1526	1524	1652	1743	1270
"Mast3"	43	11	8	45	1	10
"Mast4"	0	2	5	2	8	10
"Mastl"	1	0	18	7	6	6
"Mat1a"	0	0	3	4	3	0
"Mat2a"	134	62	102	114	115	122
"Mat2b"	458	640	525	401	577	597
"Matk"	30	23	13	32	32	9
"Matn1"	25	0	3	0	10	5
"Matn2"	121	95	157	131	112	165
"Matn3"	1	2	0	0	0	0
"Matn4"	34	0	0	40	0	0
"Matr3"	308	441	850	342	630	1170
"Mau2"	166	41	115	137	72	100
"Mavs"	63	63	54	106	25	52
"Max"	85	130	81	86	157	36
"Maz"	115	38	22	103	36	13
"Mb"	50	35	26	25	35	14
"Mb21d1"	0	0	2	1	0	0
"Mb21d2"	162	136	14	191	193	24
"Mbd1"	148	125	126	163	122	121
"Mbd2"	627	1494	765	701	1528	768
"Mbd3"	495	402	367	425	411	273
"Mbd3l1"	0	0	0	0	0	0
"Mbd3l2"	0	0	0	0	0	0
"Mbd4"	6	2	3	2	8	4
"Mbd5"	105	136	242	134	239	220
"Mbd6"	21	51	30	38	37	30
